text,sentiment,text_clean
Shopee food bisa memudahkan segala urusan 👍,positif,shopee food mudah urus
"apk yg menarik,mempermudah perbelanjaan.",positif,aplikasi menarikmempermudah belanja
"pengunaan data terlalu boros. tambahkan opsi kualitas vidio (opsional di pengaturan) agar lebih menghemat data. saat pertama masuk ke aplikasi terkadang langsung ke video yang di putar, mengganggu niat awal yang ingin mencari barang.",positif,pengunaan data boros tambah opsi kualitas vidio opsional atur hemat data masuk aplikasi terkadang langsung video putar ganggu niat cari barang
"minus nya di Kurir Kenapa? Susah ga ada No yang bisa di Hub juga . Di kota MH Kurir ngeluh sama customer karna ada yang gamau bayar ada Yang ga ngerasa pesen, ini MH asli di tungguin Dari waktu pemesanan sampe Datang juga Bukan Minus dari customer tapi minusnya dari Kurir",negatif,minus nya kurir susah no hubung kota mh kurir ngeluh customer gamau bayar ngerasa sen mh asli tungguin mesan minus customer minus kurir
mntap,positif,mntap
semoga sukses dan lebih baik lgi,positif,moga sukses lgi
ngeleg masak suara masih ada,negatif,ngeleg masak suara
Payah,positif,payah
sangat membantu dan memudahkan pembeli,positif,bantu mudah beli
Tolong terakan nomor kurir yang mengantar paket 🙏🙏,positif,tolong tera nomor kurir antar paket
shoopee kereeen,positif,shoopee kereeen
Untuk saat ini layanan baik...,positif,layan
"shopee is the best. Sangat membantu ketika kita ingin berbelanja lintas kota. Buat ibu2 yg bekerja juga sangat meringankan, karena tidak perlu waktu untuk belanja dan mengantri.",positif,shopee is the best bantu belanja lintas kota ringan belanja antri
jangan ragu untuk belanja di shopee,positif,ragu belanja shopee
aplikasi nya sangat bagus tapi kenapaa setiap aku mau buka terus nga bisa harus keluara terus juga harus download lgi klo mau masuk nya jadi kn ribat,netral,aplikasi nya bagus kenapaa buka nga keluara download lgi masuk nya ribat
wort ith murah meriah amanah juga tapi pjnter-pinter milih seler ad juga yg nipu,positif,wort ith murah riah amanah pjnterpinter milih seler nipu
"Makin kesini makin oke. Mohon dibuatkan sistem daftar riwayat belanja yg mudah dan urut dilihat, sebab ini poin yg sangat penting jika belanja berulang.",positif,kesini tuju mohon buat sistem daftar riwayat belanja mudah urut poin belanja ulang
aplikasinya OK,positif,aplikasi tuju
praktis,positif,praktis
Terima Kasih Shopee,positif,terima kasih shopee
"sekarang buka shopee lgsg ke video,, susah di tutupnya,,",netral,buka shopee langsung video susah tutup
sangat berguna,positif,guna
kadang paket dateng nya bagus kadang juga ga sesuai cuman bagus sih menurutku aplikasi ini..,positif,kadang paket dateng nya bagus kadang sesuai cuman bagus sih turut aplikasi
"bagus,aman",positif,bagusaman
pengiriman sesuai dengan estjmasi tanggal pengantaran.,positif,kirim sesuai estjmasi tanggal antar
"shope lu kocak bngt dh masa ga bisa apus akun, malah server eror lu gmn si",negatif,shope lu kocak banget apus akun server eror lu si
dengan belanja online di shopee mudah murah dan cepat nggak ribet.. Siiplah..,positif,belanja online shopee mudah murah cepat nggak ribet siiplah
"shopee pngirimannyaa lamaa bgttt ,trs kdang ak psen tggl 1 dkrimnya tggl4 pdhl gd tulisan PO, tlong dong adain konsekuensi atau kebijakan baru,soalnya nnti malah keterusan penjualnya bertele².bkn 1 pket aja yaa ud hmpir sering ak psen d shopee d krimnya lama bngtt!!!!",negatif,shopee pngirimannyaa lamaa bgttt trs kdang psen tggl dkrimnya tggl gd tulis po tlong tolong adain konsekuensi bijak barusoalnya nnti terus jual tele bkn pket yaa ud hmpir psen shopee krim bngtt
pengiriman nya shopee Indonesia sangat lama sekali tolong pengiriman nya shopee Indonesia di percepat minimal 3 hari,netral,kirim nya shopee indonesia tolong kirim nya shopee indonesia cepat minimal
mantap terimakasih,positif,mantap terimakasih
"lebih kurang udah 6tahun pakai Shopee, alhamdulillah tidak mengecewakan. semoga kedepan tidak lelet packing barang sampai antar ke customer.",positif,udah pakai shopee alhamdulillah kecewa moga depan lelet packing barang customer
sukses selalu,positif,sukses
"kasih byk bonus dan ongkir gratis/minim, dan amanah dlm menjalankan aplikasinya Insya Allah pelangganmu akan bertambah byk, tindak tegas penjual yg kurang amanah terima kasih shopee 💓💖❤️",positif,kasih byk bonus ongkir gratisminim amanah dlm jalan aplikasi insya allah langgan tambah byk tindak jual amanah terima kasih shopee
saya senang paket saya cocok dengan pesanan.,positif,senang paket cocok pesan
mending dari pada toko sebelah,positif,toko belah
cepat dan tepat waktu,positif,cepat
udah aktif bisa pesen eh pas mau pesan harus. no hp masukin,negatif,udah aktif sen eh pas pesan no hp masukin
good application,positif,good application
the best,positif,the best
"murah semua, gratis ongkir",positif,murah gratis ongkir
shofee lancar jayaaaa,positif,shofee lancar jayaaaa
"bagus, baguss, terpercaya.",positif,bagus baguss percaya
sangat baguss,positif,baguss
Semangat...Terpantau Murahnya👍,positif,semangatterpantau murah
kadapi the best,positif,kadapi the best
woi apa-apaan beli token listrik tapi tokennya udah pernah terpakai. gak bisa masuk di meteran listrik ku!,negatif,woi apaapaan beli token listrik tokennya udah pakai masuk meter listrik ku
"baru pertama kali saya mendapatkan kejadian seperti ini di shopee, saya tidak memesan barang apapunn tapi ada paket datang kerumah saya dengan alamat saya lengkap dan nama. tolong Shopee keamanannya di perketat lagi. kenapa bisa seperti ini?",negatif,kali jadi shopee mes barang apapunn paket rumah alamat lengkap nama tolong shopee aman ketat
PT Lentera Dana Nusantara itu sampah udah di lunasi malah di bekukan buruk sekali bintang 01,negatif,pt lentera dana nusantara sampah udah lunas beku buruk bintang
Kerennn nak mantappp,positif,kerennn nak mantappp
mantap dh pokok nya ni apk,positif,mantap pokok nya ni aplikasi
akun sophee gampang di keck penipu.dan pihak sophee tidak mau menindaklanjuti si penipu.,negatif,akun sophee gampang keck penipudan sophee menindaklanjuti si tipu
"senang belanja di shoope 😁,apapun yang dicari pasti adanya di Shoope, terimakasih 🙏",positif,senang belanja shoope apa cari shoope terimakasih
aplikasi lemot. ekpedisi juga sama lemot. lama,negatif,aplikasi lambat ekpedisi lambat
Bagus,positif,bagus
Sangat berguna,positif,guna
byk diskon njir,positif,byk diskon njir
terbaik,positif,baik
lebih banyak pilihan dan murah aman,positif,pilih murah aman
makin jaya dan sukses belanja online jadi lebih mudah dan dapat d percaya dari sailer nya hmpir semuanya amanah cuma sayang ketika belanja terkadang sering d batalin sama shopee,positif,jaya sukses belanja online mudah percaya sailer nya hmpir amanah sayang belanja terkadang batalin shopee
barang nya sesuai pengiriman cepat kurir nya ramah,positif,barang nya sesuai kirim cepat kurir nya ramah
d hibrida yang mau pesen tahu gak buat para penggemar gaya Harajuku,positif,hibrida sen gemar gaya harajuku
aplikasi Shopee yaman di pakai,positif,aplikasi shopee yaman pakai
baguss,positif,baguss
"Alhamdulillah...bisa menikmati fitur shopee untuk berbelanja,hiburan game, dan transferan.",positif,alhamdulillahbisa nikmat fitur shopee berbelanjahiburan game transfer
bintang yg bicara,positif,bintang bicara
Perbaiki bug stuk di 1produk!,negatif,baik bug stuk produk
"ekspedisi nya agak rawan, saya memohon keras untuk pihak shope untuk lebih dilihat lagi kenerja dari pihak ekpedisi pengiriman barang atau pun kurir, karena saya mengalami kehilangan barang atau barang ditukar atau diganti dengan barang lain, ini sangat membuat saya kecewa. hanya inilah yang ingin saya sampaikan Terima kasih.",negatif,ekspedisi nya rawan mohon keras shope kenerja ekpedisi kirim barang kurir alami hilang barang barang tukar ganti barang kecewa terima kasih
keren,positif,keren
luar biasa mantul,positif,mantap
sorry ini apk g bgt co tlng yg pny apk di perbaiki lagi ya soalnya ga bgttttttt😭😭😭☹️☹️🙏,negatif,sorry aplikasi g banget co tlng pny aplikasi baik ya bgttttttt
sangat mambantu urusan belanja online,positif,mambantu urus belanja online
sangat memuaskan aplikasi nya juga ok👍 kurir nya juga amanah,positif,muas aplikasi nya ok kurir nya amanah
"gak tau lagu dah shoope skrang pengiriman ke sulawesi lama banget mesen dari tanggal 5 sampe Skrang barang belum tiba, kok beda sama dulu yaa cuman 4 hari sampe Skrang berminggu Minggu",positif,tau lagu dah shoope skrang kirim sulawesi mesen tanggal skrang barang beda yaa cuman skrang minggu minggu
"kenapa pengajuan pembatalan kok gak ada respon dari shopee, chat penjual juga gk bisa tolong dong gmn biar dana saya di kembalikan dari pihak shopee krn penjualnya gk ada respon sdh berhari hari",positif,aju batal respon shopee chat jual gk tolong tolong biar dana kembali shopee jual gk respon sdh hari
bermanfaat untuk orang yang mau berbelanja,positif,manfaat orang belanja
shopee Indonesia oke,positif,shopee indonesia tuju
"spx tidak profesional,paket cod dirijek sepihak sama kurir dan tidak ada kasih kabar paket Dateng,",negatif,spx profesionalpaket cod dirijek kurir kasih kabar paket dateng
"Ko aku setiap mau pesen di shopee selalu gagal ka, pesanan selalu di tolak, padahal aku pake shopee belum lama dan tidak ada kesalahan, apa di blokir dari sana nya",negatif,ko sen shopee gagal ka pesan tolak pake shopee salah blokir nya
kalau penilaian sering ngelag,positif,nilai ngelag
"barangnya telat dateng jadwalnya sampai kapan, datengnya lebih dari perkiraan mohon pihak shopee atau devoloper buat evaluasi lagi agar tdk ada kejadian seperti ini lagi dan evaluasi juga pihak express supaya tidak membuat menunggu lagi terutama pihak jasa kirim(SPX Express)",negatif,barang telat dateng jadwal datengnya kira mohon shopee devoloper evaluasi tdk jadi evaluasi express tunggu jasa kirimspx express
kkko,positif,kkko
Komplit dan lengkap,positif,komplit lengkap
selama ini aman barang sesuai...,positif,aman barang sesuai
"sangat kecewa, hanya karena utang sedikit ,shopee memblokir semua akses aplikasi termasuk medsos. dasar rentenir online",negatif,kecewa utang shopee blokir akses aplikasi medsos dasar rentenir online
"okayy, rada lag dikit",positif,okayy rada lag dikit
murmer cepat datangnya...,positif,murmer cepat datang
aplikasi yang sangat bermanfaat buat banyak orang🤗,positif,aplikasi manfaat orang
belanja lebih mudah,positif,belanja mudah
"tingkatkan bonus,diskon dan voucher",positif,tingkat bonusdiskon voucher
"Shoppe semakin semena2 ya, bisa seenaknya sendiri ubah estimasi kedatangan paket. Paket yg harusnya datang maximal 4hr diubah2 jd 7hr kmd diybah jd 12hr, padahal isinya makanan/buah. Ditanya ke cs ga ada solusinya, malah suruh tunggu terus. Ngaku aja paketnya hilang kok malah alasan paket membludak, pdhl beli jg ga di tgl kembar pdhl minat beli konsumen jg lg turun. Management sdh mulai amburadul, paket biasa sehari sampai ditynda dl dipos baru dikirim bsknya. Pdhl dah jd pelanggan vip",negatif,shoppe semena ya ubah estimasi datang paket paket maximal hr ubah hr kmd diybah hr isi makananbuah cs solusi suruh tunggu ngaku paket hilang alas paket membludak beli tgl kembar minat beli konsumen turun management sdh amburadul paket hari ditynda pos kirim bsknya dah langgan vip
sangat baik bagus,positif,bagus
gratis ongkir√ paket cepat datang× paket lama datang√ padahal udah 2 minggu lebih tapi masih g sampe tulisanya masih di proses trus padahal estimasi tiba 14 oktbr tapi masih g ada keliahatan paket di kirim sekali pesan di tiktok hanya 3 harii dah sampe,negatif,gratis ongkir paket cepat datang paket datang udah minggu g tulisanya proses trus estimasi oktbr g keliahatan paket kirim pesan tiktok hari dah
shopee mangkin hari mangkin gak jelas masak nomor hp baru gak bisa daf tar terus yang lebih aneh nomor hp nya pernah terdaftar tar di shopee padahal nomor hp nya baru saya aktifkan pakai kk,netral,shopee mangkin mangkin masak nomor hp daf tar aneh nomor hp nya daftar tar shopee nomor hp nya aktif pakai kk
pengiriman lamaa paket udan seminggu lebih belum sampe sampe kadang paket masih di Denpasar DC terus sekarangg inii paket masih di map masih di Tegal tapi estimasinya udah di Banyumas DC tolong pihak shopee dibenerin lagi,negatif,kirim lamaa paket udan minggu kadang paket denpasar dc sekarangg ini paket map tegal estimasi udah banyumas dc tolong shopee dibenerin
setiap saya membuka produk yang saya inginkan tidak bisa membuka gambar/toko dari produk tersebut,positif,buka produk buka gambartoko produk
keren Shopee. Terima kasih Shopee semoga jaya selalu,positif,keren shopee terima kasih shopee moga jaya
babi,negatif,babi
sophee keren,positif,sophee keren
"Pengiriman dari Tgl 9 Oktober, ini udah tgl 19 masih belum sampai, Jelek sekali",negatif,kirim tgl oktober udah tgl jelek
Terpercaya,positif,percaya
mudah aman cepat,positif,mudah aman cepat
"jasa pengiriman spx hemat sangat buruk,paket sering stuck,paket hilang, pesanan sampai melebihi tanggal estimasi,sudah seringkali mengajukan agar pesanan segera diproses tp respon nya cuma kata2 tidak ada tindakan apapun, pelayanan buruk",negatif,jasa kirim spx hemat burukpaket stuckpaket hilang pesan lebih tanggal estimasisudah seringkali aju pesan proses tp respon nya tindak apa layan buruk
ongkos kirim mahal .pengantaran lambat.,negatif,ongkos kirim mahal antar lambat
senang berbelanja di shope,positif,senang belanja shope
apk nya jelek ga bisa di sentuh abis main game mau keluar dari game ga bisa,negatif,aplikasi nya jelek sentuh abis main game game
sangat bagus dan bermanfaat,positif,bagus manfaat
sangat membantu..,positif,bantu
keren segala keperluan ada di shopee,positif,keren perlu shopee
"aplikasii belanjaa onlinee shopee inii best bangett, belanjaa jadii lebih praktiss, dan banyakk voucher gratis ongkir dgn bebass pembeliann, pelayanan kurir, dan penjual jg gercepp. pokoknyaa besttt bangett dehh, yg belum download buruannn download guiysss👇🔥",positif,aplikasi belanjaa onlinee shopee ini best bangett belanjaa jadi praktiss banyakk voucher gratis ongkir bebass pembeliann layan kurir jual gercepp pokoknyaa besttt bangett dehh download buruannn download guiysss
karena bayak yg kita ingin kan,positif,bayak
parah main balikin ke penjual barang yang kita beli.,negatif,parah main balikin jual barang beli
ternyata yg di kirim cetakan x sangat kecil TDK sesuai dgn diskripsi n ekspektasi,netral,kirim cetak x tdk sesuai skripsi ekspektasi
paket saya stuck selama lebih dari 7 hari,negatif,paket stuck
mempermudah belanja,positif,mudah belanja
shopee mantul,positif,shopee mantap
sangat bagus banyak promo nya dan harga sangat terjangkau,positif,bagus promo nya harga jangkau
baguss ges lagian jugak banyak peromo nya murah murah lagii kalian harus punya aplikasi shopee inii serba murah tapi tambahin lagi dong pocer nya,positif,baguss ges jugak peromo nya murah murah lagi aplikasi shopee ini serba murah tambahin tolong pocer nya
jelek banyak penipu trs bisa muncul transaksi tampa diketahui oleh pemilik akun,negatif,jelek tipu trs muncul transaksi tampa milik akun
mm l Dzuhur crash CD jL poros r vs galonnya.b . bhkjbvgvgbbbb,positif,mm dzuhur crash cd jl poros vs galonnyab bhkjbvgvgbbbb
kebanyakan biaya admin sekarang,negatif,banyak biaya admin
puas bgt barang-barang ny bagus,positif,puas banget barangbarang ny bagus
bgusss,netral,bgusss
ok bgt,positif,tuju banget
"sangat bagus tetapi kadang suka lama, untuk masuk ke shopee nya",positif,bagus kadang suka masuk shopee nya
"Bagus, sesuai dengan yg di iklan kan",positif,bagus sesuai iklan
